IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
150098414,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,02/01/2015,17:05,CENTRAL,"ARREST, BOOKED",PACIFIC AV / GRANT AV,-122.406831986427,37.7969028838908,"(37.7969028838908, -122.406831986427)",15009841403074
160919032,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,11/11/2016,07:00,MISSION,NONE,1400 Block of UTAH ST,-122.40525176586286,37.75152495730467,"(37.75152495730467, -122.40525176586286)",16091903228160
150098414,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,02/01/2015,17:05,CENTRAL,"ARREST, BOOKED",PACIFIC AV / GRANT AV,-122.406831986427,37.7969028838908,"(37.7969028838908, -122.406831986427)",15009841404014
150098414,ASSAULT,BATTERY WITH SERIOUS INJURIES,Sunday,02/01/2015,17:05,CENTRAL,"ARREST, BOOKED",PACIFIC AV / GRANT AV,-122.406831986427,37.7969028838908,"(37.7969028838908, -122.406831986427)",15009841404136
150098420,ROBBERY,ATTEMPTED ROBBERY WITH A DEADLY WEAPON,Sunday,02/01/2015,17:10,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904,"(37.784696907904, -122.413609328985)",15009842003473
150098420,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,02/01/2015,17:10,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904,"(37.784696907904, -122.413609328985)",15009842004014
150098420,WEAPON LAWS,POSS OF TEAR GAS WEAPON,Sunday,02/01/2015,17:10,TENDERLOIN,"ARREST, BOOKED",400 Block of ELLIS ST,-122.413609328985,37.784696907904,"(37.784696907904, -122.413609328985)",15009842012130
150098436,NON-CRIMINAL,LOST PROPERTY,Sunday,02/01/2015,17:00,BAYVIEW,NONE,20TH ST / 3RD ST,-122.388559411328,37.7604929243617,"(37.7604929243617, -122.388559411328)",15009843671000
150098442,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,02/01/2015,17:38,TENDERLOIN,"ARREST, BOOKED",MARKET ST / 8TH ST,-122.414743835382,37.778719262789,"(37.778719262789, -122.414743835382)",15009844265015
150098458,ASSAULT,BATTERY OF A POLICE OFFICER,Sunday,02/01/2015,16:56,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.419520367886,37.764228935718,"(37.764228935718, -122.419520367886)",15009845804154
140009459,ARSON,ARSON,Saturday,01/04/2014,03:52,NORTHERN,"ARREST, BOOKED",SACRAMENTO ST / POLK ST,-122.420874632415,37.7914943051906,"(37.7914943051906, -122.420874632415)",14000945926030
150098458,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,02/01/2015,16:56,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.419520367886,37.764228935718,"(37.764228935718, -122.419520367886)",15009845816623
150098458,OTHER OFFENSES,RESISTING ARREST,Sunday,02/01/2015,16:56,MISSION,"ARREST, BOOKED",2000 Block of MISSION ST,-122.419520367886,37.764228935718,"(37.764228935718, -122.419520367886)",15009845827170
150098464,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,02/01/2015,11:45,NORTHERN,NONE,GROVE ST / VANNESS AV,-122.419884939457,37.7782510832412,"(37.7782510832412, -122.419884939457)",15009846407021
150098470,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,01/30/2015,22:00,PARK,NONE,0 Block of CRESTLINE DR,-122.446483988175,37.7501301863303,"(37.7501301863303, -122.446483988175)",15009847006244
150098486,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,02/01/2015,17:45,RICHMOND,"ARREST, BOOKED",2ND AV / CABRILLO ST,-122.459589572197,37.7755650573942,"(37.7755650573942, -122.459589572197)",15009848665016
150098492,MISSING PERSON,MISSING ADULT,Sunday,02/01/2015,15:30,CENTRAL,NONE,GRANT AV / WASHINGTON ST,-122.406478762416,37.7951450868486,"(37.7951450868486, -122.406478762416)",15009849274000
150098492,MISSING PERSON,FOUND PERSON,Sunday,02/01/2015,15:30,CENTRAL,NONE,GRANT AV / WASHINGTON ST,-122.406478762416,37.7951450868486,"(37.7951450868486, -122.406478762416)",15009849275000
150098505,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,02/01/2015,17:54,TENDERLOIN,"ARREST, BOOKED",600 Block of OFARRELL ST,-122.414850480524,37.7856087588303,"(37.7856087588303, -122.414850480524)",15009850565016
150098511,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,02/01/2015,17:53,RICHMOND,EXCEPTIONAL CLEARANCE,2500 Block of PIERCE ST,-122.438049017392,37.7934059586373,"(37.7934059586373, -122.438049017392)",15009851164020
150098527,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Sunday,02/01/2015,17:02,MISSION,"ARREST, BOOKED",MISSION ST / 15TH ST,-122.419827929961,37.7666737551835,"(37.7666737551835, -122.419827929961)",15009852712015
150098527,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,02/01/2015,17:02,MISSION,"ARREST, BOOKED",MISSION ST / 15TH ST,-122.419827929961,37.7666737551835,"(37.7666737551835, -122.419827929961)",15009852716650
150098527,OTHER OFFENSES,RESISTING ARREST,Sunday,02/01/2015,17:02,MISSION,"ARREST, BOOKED",MISSION ST / 15TH ST,-122.419827929961,37.7666737551835,"(37.7666737551835, -122.419827929961)",15009852727170
150098533,NON-CRIMINAL,FOUND PROPERTY,Sunday,02/01/2015,14:33,NORTHERN,NONE,2500 Block of GREEN ST,-122.441095150389,37.7954789408472,"(37.7954789408472, -122.441095150389)",15009853372000
150098549,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,02/01/2015,17:35,TARAVAL,NONE,300 Block of LAKEVIEW AV,-122.453055320632,37.7175299238695,"(37.7175299238695, -122.453055320632)",15009854964020
150098555,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,02/01/2015,16:44,SOUTHERN,NONE,0 Block of DEBOOM ST,-122.392304134983,37.7825967571249,"(37.7825967571249, -122.392304134983)",15009855506242
150098561,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,02/01/2015,17:58,BAYVIEW,EXCEPTIONAL CLEARANCE,2500 Block of GRIFFITH ST,-122.386437671186,37.7191834462785,"(37.7191834462785, -122.386437671186)",15009856164020
150098577,WARRANTS,WARRANT ARREST,Wednesday,02/04/2015,20:27,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15009857763010
150098583,NON-CRIMINAL,LOST PROPERTY,Saturday,01/31/2015,01:15,CENTRAL,NONE,800 Block of MONTGOMERY ST,-122.40354422656,37.7969934198176,"(37.7969934198176, -122.40354422656)",15009858371000
150098599,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,02/01/2015,19:15,MISSION,"ARREST, CITED",14TH ST / FOLSOM ST,-122.41561633832,37.7685360123583,"(37.7685360123583, -122.41561633832)",15009859965016
150098602,OTHER OFFENSES,TAMPERING WITH A VEHICLE,Sunday,02/01/2015,18:09,NORTHERN,"ARREST, BOOKED",FRANKLIN ST / SUTTER ST,-122.423404604063,37.7873381901532,"(37.7873381901532, -122.423404604063)",15009860207100
150098602,OTHER OFFENSES,PROBATION VIOLATION,Sunday,02/01/2015,18:09,NORTHERN,"ARREST, BOOKED",FRANKLIN ST / SUTTER ST,-122.423404604063,37.7873381901532,"(37.7873381901532, -122.423404604063)",15009860226170
150098602,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Sunday,02/01/2015,18:09,NORTHERN,"ARREST, BOOKED",FRANKLIN ST / SUTTER ST,-122.423404604063,37.7873381901532,"(37.7873381901532, -122.423404604063)",15009860227130
150098618,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,02/01/2015,18:00,CENTRAL,NONE,GEARY ST / STOCKTON ST,-122.406592269796,37.7875673013055,"(37.7875673013055, -122.406592269796)",15009861806153
150098624,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,02/01/2015,18:23,SOUTHERN,NONE,300 Block of 9TH ST,-122.410919016011,37.773130623238,"(37.773130623238, -122.410919016011)",15009862406243
150098630,NON-CRIMINAL,"AIDED CASE, DOG BITE",Sunday,02/01/2015,18:38,SOUTHERN,NONE,1000 Block of FOLSOM ST,-122.405834032593,37.778254811523,"(37.778254811523, -122.405834032593)",15009863064010
150098652,ASSAULT,STALKING,Monday,01/05/2015,00:01,CENTRAL,NONE,700 Block of POWELL ST,-122.409144009353,37.7915661006349,"(37.7915661006349, -122.409144009353)",15009865215201
150098652,OTHER OFFENSES,HARASSING PHONE CALLS,Monday,01/05/2015,00:01,CENTRAL,NONE,700 Block of POWELL ST,-122.409144009353,37.7915661006349,"(37.7915661006349, -122.409144009353)",15009865228135
150098668,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,02/01/2015,17:50,TENDERLOIN,NONE,100 Block of EDDY ST,-122.410135236377,37.7841889075267,"(37.7841889075267, -122.410135236377)",15009866803074
150098674,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Sunday,02/01/2015,18:39,NORTHERN,"ARREST, BOOKED",CALIFORNIA ST / POLK ST,-122.420691680792,37.7905770710537,"(37.7905770710537, -122.420691680792)",15009867465010
150098674,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,02/01/2015,18:39,NORTHERN,"ARREST, BOOKED",CALIFORNIA ST / POLK ST,-122.420691680792,37.7905770710537,"(37.7905770710537, -122.420691680792)",15009867465016
150098674,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF DRUGS,Sunday,02/01/2015,18:39,NORTHERN,"ARREST, BOOKED",CALIFORNIA ST / POLK ST,-122.420691680792,37.7905770710537,"(37.7905770710537, -122.420691680792)",15009867465060
150098680,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,02/01/2015,18:37,SOUTHERN,NONE,HOWARD ST / LAFAYETTE ST,-122.416305723264,37.7724556440219,"(37.7724556440219, -122.416305723264)",15009868064085
150098696,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,01/31/2015,23:30,INGLESIDE,NONE,600 Block of SILVER AV,-122.423207985156,37.7288459128524,"(37.7288459128524, -122.423207985156)",15009869668020
150098709,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,02/01/2015,14:30,TARAVAL,NONE,1300 Block of 16TH AV,-122.47391580547,37.7627511939927,"(37.7627511939927, -122.47391580547)",15009870906244
150098715,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,02/01/2015,08:00,RICHMOND,UNFOUNDED,GOLDEN GATE AV / STANYAN ST,-122.455125552189,37.777023633257,"(37.777023633257, -122.455125552189)",15009871507021
150098721,NON-CRIMINAL,FOUND PROPERTY,Sunday,02/01/2015,14:00,TARAVAL,NONE,41ST AV / LINCOLN WY,-122.500828300284,37.7644036412279,"(37.7644036412279, -122.500828300284)",15009872172000
150098743,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,01/28/2015,16:00,TARAVAL,NONE,LINCOLN WY / 38TH AV,-122.49761402653,37.7645433165084,"(37.7645433165084, -122.49761402653)",15009874307021
150098759,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,01/31/2015,17:20,SOUTHERN,NONE,400 Block of 10TH ST,-122.410541166987,37.7709130566165,"(37.7709130566165, -122.410541166987)",15009875906243
150098765,ASSAULT,BATTERY,Sunday,02/01/2015,19:06,SOUTHERN,NONE,MISSION ST / DUBOCE AV,-122.420010175609,37.7701099298175,"(37.7701099298175, -122.420010175609)",15009876504134
150098765,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,02/01/2015,19:06,SOUTHERN,NONE,MISSION ST / DUBOCE AV,-122.420010175609,37.7701099298175,"(37.7701099298175, -122.420010175609)",15009876564085
150098771,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,01/29/2015,03:00,MISSION,NONE,16TH ST / MISSION ST,-122.419671780296,37.7650501214668,"(37.7650501214668, -122.419671780296)",15009877103014
150098787,SECONDARY CODES,DOMESTIC VIOLENCE,Sunday,02/01/2015,18:17,BAYVIEW,NONE,BACON ST / HAMILTON ST,-122.409528258798,37.7260849566228,"(37.7260849566228, -122.409528258798)",15009878715200
150098787,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,02/01/2015,18:17,BAYVIEW,NONE,BACON ST / HAMILTON ST,-122.409528258798,37.7260849566228,"(37.7260849566228, -122.409528258798)",15009878764070
150098812,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,01/30/2015,21:30,RICHMOND,NONE,6TH AV / ANZA ST,-122.464147081977,37.7790877048755,"(37.7790877048755, -122.464147081977)",15009881206223
150098828,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,02/01/2015,15:00,NORTHERN,NONE,1600 Block of WEBSTER ST,-122.431309540727,37.7858706272526,"(37.7858706272526, -122.431309540727)",15009882806244
150098834,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,01/30/2015,12:30,MISSION,NONE,2600 Block of 18TH ST,-122.40867573409,37.761791195706,"(37.761791195706, -122.40867573409)",15009883405073
150098840,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,02/01/2015,19:46,TARAVAL,"ARREST, BOOKED",TARAVAL ST / 32ND AV,-122.489620429341,37.7424363113581,"(37.7424363113581, -122.489620429341)",15009884065016
150098856,NON-CRIMINAL,COURTESY REPORT,Sunday,02/01/2015,15:30,MISSION,UNFOUNDED,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,"(37.7564864109309, -122.406539115148)",15009885668030
150098862,ASSAULT,BATTERY,Sunday,02/01/2015,18:05,BAYVIEW,"ARREST, BOOKED",400 Block of RHODEISLAND ST,-122.402571216964,37.7641259075201,"(37.7641259075201, -122.402571216964)",15009886204134
150098862,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,02/01/2015,18:05,BAYVIEW,"ARREST, BOOKED",400 Block of RHODEISLAND ST,-122.402571216964,37.7641259075201,"(37.7641259075201, -122.402571216964)",15009886206361
150098884,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,02/01/2015,09:30,CENTRAL,NONE,2400 Block of JONES ST,-122.416489414289,37.803594011382,"(37.803594011382, -122.416489414289)",15009888406244
150098890,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,02/01/2015,19:50,TENDERLOIN,NONE,100 Block of MASON ST,-122.409336821846,37.7848337315521,"(37.7848337315521, -122.409336821846)",15009889004014
150098903,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,02/01/2015,12:00,MISSION,NONE,2900 Block of 24TH ST,-122.410519781929,37.752766726673,"(37.752766726673, -122.410519781929)",15009890306374
150098919,RECOVERED VEHICLE,"VEHICLE, RECOVERED, AUTO",Sunday,02/01/2015,19:53,TENDERLOIN,JUVENILE BOOKED,MCALLISTER ST / LEAVENWORTH ST,-122.413679376888,37.7809258336852,"(37.7809258336852, -122.413679376888)",15009891907041
150098919,OTHER OFFENSES,CONTRIBUTING TO THE DELINQUENCY OF MINOR,Sunday,02/01/2015,19:53,TENDERLOIN,JUVENILE BOOKED,MCALLISTER ST / LEAVENWORTH ST,-122.413679376888,37.7809258336852,"(37.7809258336852, -122.413679376888)",15009891915030
150098919,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,02/01/2015,19:53,TENDERLOIN,JUVENILE BOOKED,MCALLISTER ST / LEAVENWORTH ST,-122.413679376888,37.7809258336852,"(37.7809258336852, -122.413679376888)",15009891965015
150098925,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,02/01/2015,19:35,RICHMOND,"ARREST, BOOKED",6300 Block of GEARY BL,-122.487429256289,37.7800894126441,"(37.7800894126441, -122.487429256289)",15009892562050
150098931,MISSING PERSON,MISSING ADULT,Thursday,01/29/2015,12:00,CENTRAL,NONE,600 Block of CLAY ST,-122.403994862674,37.794611817992,"(37.794611817992, -122.403994862674)",15009893174000
150098947,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Sunday,02/01/2015,20:00,MISSION,"ARREST, BOOKED",3400 Block of 16TH ST,-122.430494795393,37.7643418581632,"(37.7643418581632, -122.430494795393)",15009894719090
150098947,ASSAULT,THREATENING SCHOOL OR PUBLIC EMPLOYEE,Sunday,02/01/2015,20:00,MISSION,"ARREST, BOOKED",3400 Block of 16TH ST,-122.430494795393,37.7643418581632,"(37.7643418581632, -122.430494795393)",15009894726210
150098947,OTHER OFFENSES,RESISTING ARREST,Sunday,02/01/2015,20:00,MISSION,"ARREST, BOOKED",3400 Block of 16TH ST,-122.430494795393,37.7643418581632,"(37.7643418581632, -122.430494795393)",15009894727170
150098947,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,02/01/2015,20:00,MISSION,"ARREST, BOOKED",3400 Block of 16TH ST,-122.430494795393,37.7643418581632,"(37.7643418581632, -122.430494795393)",15009894728160
150098953,ASSAULT,BATTERY,Sunday,02/01/2015,20:15,INGLESIDE,"ARREST, BOOKED",1000 Block of GOETTINGEN ST,-122.403249637246,37.7190699683467,"(37.7190699683467, -122.403249637246)",15009895304134
150098969,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,02/01/2015,20:30,BAYVIEW,NONE,PALOU AV / QUINT ST,-122.396516726913,37.7371564713337,"(37.7371564713337, -122.396516726913)",15009896903074
150098975,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,02/01/2015,20:26,BAYVIEW,NONE,1300 Block of REVERE AV,-122.385545453301,37.728979731984,"(37.728979731984, -122.385545453301)",15009897564020
150098981,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,02/01/2015,19:00,MISSION,NONE,2900 Block of 16TH ST,-122.41920245941,37.7650244301204,"(37.7650244301204, -122.41920245941)",15009898106303
150098997,ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Sunday,02/01/2015,20:35,SOUTHERN,NONE,700 Block of MARKET ST,-122.403919148357,37.7871160984672,"(37.7871160984672, -122.403919148357)",15009899703414
150098997,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,02/01/2015,20:35,SOUTHERN,NONE,700 Block of MARKET ST,-122.403919148357,37.7871160984672,"(37.7871160984672, -122.403919148357)",15009899716010
150099008,WARRANTS,PROBATION SEARCH,Sunday,02/01/2015,20:45,INGLESIDE,NONE,1200 Block of GENEVA AV,-122.435831640861,37.7139363117368,"(37.7139363117368, -122.435831640861)",15009900862071
150099014,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Sunday,02/01/2015,20:44,NORTHERN,NONE,2400 Block of VANNESS AV,-122.424060357638,37.7980723406312,"(37.7980723406312, -122.424060357638)",15009901464085
150099014,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,02/01/2015,20:44,NORTHERN,NONE,2400 Block of VANNESS AV,-122.424060357638,37.7980723406312,"(37.7980723406312, -122.424060357638)",15009901468020
150099020,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,02/01/2015,21:10,PARK,"ARREST, BOOKED",SHRADER ST / FELL ST,-122.452437410737,37.7721868787586,"(37.7721868787586, -122.452437410737)",15009902065016
150099036,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,02/01/2015,15:00,MISSION,NONE,1200 Block of CASTRO ST,-122.434056456823,37.751694401207,"(37.751694401207, -122.434056456823)",15009903628100
150099036,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,02/01/2015,15:00,MISSION,NONE,1200 Block of CASTRO ST,-122.434056456823,37.751694401207,"(37.751694401207, -122.434056456823)",15009903664070
150099042,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,02/01/2015,20:30,CENTRAL,NONE,500 Block of GEARY ST,-122.411955869906,37.7869391910697,"(37.7869391910697, -122.411955869906)",15009904264070
150099058,ASSAULT,BATTERY,Sunday,02/01/2015,20:25,BAYVIEW,CLEARED-CONTACT JUVENILE FOR MORE INFO,1300 Block of QUESADA AV,-122.384900862378,37.729694047172,"(37.729694047172, -122.384900862378)",15009905804134
150099058,SECONDARY CODES,JUVENILE INVOLVED,Sunday,02/01/2015,20:25,BAYVIEW,CLEARED-CONTACT JUVENILE FOR MORE INFO,1300 Block of QUESADA AV,-122.384900862378,37.729694047172,"(37.729694047172, -122.384900862378)",15009905815500
150099064,TRESPASS,TRESPASSING,Sunday,02/01/2015,21:00,CENTRAL,"ARREST, BOOKED",900 Block of BUSH ST,-122.412907007898,37.7895783628974,"(37.7895783628974, -122.412907007898)",15009906427195
150099064,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,02/01/2015,21:00,CENTRAL,"ARREST, BOOKED",900 Block of BUSH ST,-122.412907007898,37.7895783628974,"(37.7895783628974, -122.412907007898)",15009906428150
150099064,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,02/01/2015,21:00,CENTRAL,"ARREST, BOOKED",900 Block of BUSH ST,-122.412907007898,37.7895783628974,"(37.7895783628974, -122.412907007898)",15009906462050
150099070,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,02/01/2015,21:05,MISSION,NONE,16TH ST / MISSION ST,-122.419671780296,37.7650501214668,"(37.7650501214668, -122.419671780296)",15009907004013
150099086,VEHICLE THEFT,STOLEN TRUCK,Sunday,02/01/2015,01:00,INGLESIDE,NONE,CRESCENT AV / PORTER ST,-122.418098776629,37.7349529289018,"(37.7349529289018, -122.418098776629)",15009908607025
150099092,NON-CRIMINAL,LOST PROPERTY,Thursday,01/01/2015,12:00,TENDERLOIN,NONE,500 Block of OFARRELL ST,-122.413820070176,37.7857382950322,"(37.7857382950322, -122.413820070176)",15009909271000
150099105,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,02/01/2015,21:20,INGLESIDE,NONE,0 Block of SGTJOHNVYOUNG LN,-122.444707063455,37.7249307267936,"(37.7249307267936, -122.444707063455)",15009910564020
